,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,company,cars_name
5333,Hyundai i10 Magna,2012,290000,27000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10
5334,Mahindra XUV500 W6 2WD,2014,600000,122000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500
5335,Hyundai Xcent 1.1 CRDi S,2015,401000,74000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,Hyundai,Xcent
5336,Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift
5337,Mahindra Bolero SLX,2007,240000,80000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,Mahindra,Bolero
5338,Maruti Alto K10 2010-2014 VXI,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto
5339,Mahindra Bolero 2011-2019 ZLX,2013,500000,50000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero
5340,Maruti Gypsy King ST BSIII,2010,350000,80000,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8.0,Maruti,Gypsy
5341,Datsun RediGO T Option,2018,217000,25000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,Datsun,RediGO
5342,Nissan Sunny XL D,2018,670000,35000,Diesel,Individual,Manual,First Owner,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,Nissan,Sunny
5343,Maruti Alto K10 2010-2014 VXI,2011,225000,30000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto
5344,Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,737000,10000,Petrol,Individual,Automatic,First Owner,18.76 kmpl,1462 CC,103.26 bhp,138nm@ 4400rpm,5.0,Maruti,Vitara
5345,Maruti Celerio LXI,2014,300000,80000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio
5346,Tata Indigo LX,2008,85000,120000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0,Tata,Indigo
5347,Hyundai Verna Transform VGT CRDi,2010,195000,120000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,Hyundai,Verna
5348,Honda WR-V i-DTEC S,2017,675000,127991,Diesel,Dealer,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,Honda,WR-V
5349,Mitsubishi Lancer 2.0 GLd,1999,150000,198000,Diesel,Individual,Manual,Second Owner,14.8 kmpl,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5.0,Mitsubishi,Lancer
5350,Tata Indigo eCS GLX,2010,290000,65000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5.0,Tata,Indigo
5351,Maruti Esteem Lxi,2002,95000,90000,Petrol,Individual,Manual,Third Owner,,,,,,Maruti,Esteem
5352,Maruti Ciaz 1.3 Zeta,2018,889000,20000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Ciaz
5353,Volkswagen Ameo 1.2 MPI Comfortline,2016,400000,60000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm,5.0,Volkswagen,Ameo
5354,Renault KWID RXT Optional,2018,390000,13120,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,Renault,KWID
5355,Jeep Compass 2.0 Longitude BSIV,2017,1550000,87500,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,Jeep,Compass
5356,Hyundai Verna 1.6 SX CRDi (O),2014,600000,125000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna
5357,Hyundai Elite i20 Asta Option CVT BSIV,2018,800000,25000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,Hyundai,Elite
5358,Maruti Ertiga ZDI,2013,600000,120000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga
5359,Hyundai Verna 1.6 VTVT SX,2015,795000,35000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,Hyundai,Verna
5360,Hyundai i20 Asta Option 1.4 CRDi,2016,735000,25000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,Hyundai,i20
5361,Skoda Octavia L and K 1.9 TDI MT,2005,250000,120000,Diesel,Individual,Manual,Third Owner,16.4 kmpl,1896 CC,90 bhp,"21.4@ 1,900(kgm@ rpm)",5.0,Skoda,Octavia
5362,Renault KWID AMT,2018,400000,25000,Petrol,Individual,Automatic,First Owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,Renault,KWID
5363,Mahindra Xylo D2 BSIV,2014,395000,140000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0,Mahindra,Xylo
5364,Hyundai Accent CRDi,2005,130000,79000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,1493 CC,82 bhp,187Nm@ 2500rpm,5.0,Hyundai,Accent
5365,Renault Lodgy 85PS RxE,2015,600000,125000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,8.0,Renault,Lodgy
5366,Hyundai i20 Active 1.4 SX,2016,720000,80000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm,5.0,Hyundai,i20
5367,Honda City S,2011,450000,110000,Petrol,Individual,Manual,Third Owner,16.8 kmpl,1497 CC,116.4 bhp,146Nm@ 4800rpm,5.0,Honda,City
5368,Hyundai Verna Transform SX VGT CRDi,2010,220000,80000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,Hyundai,Verna
5369,Hyundai Verna 1.6 SX,2014,545000,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna
5370,Volkswagen Vento Diesel Highline,2011,370000,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento
5371,Mahindra Bolero LX Non AC BSIII,2010,450000,78000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,Mahindra,Bolero
5372,Hyundai i20 Petrol CVT Asta,2018,750000,15000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5.0,Hyundai,i20
5373,Mahindra Scorpio S10 7 Seater,2015,1100000,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,Mahindra,Scorpio
5374,Maruti Baleno Alpha 1.2,2019,711000,5000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno
5375,Maruti Alto K10 VXI,2016,285000,75000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto
5376,Maruti Baleno Alpha,2020,749000,5500,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Baleno
5377,Renault Duster 110PS Diesel RxL,2016,550000,80000,Diesel,Individual,Manual,Second Owner,19.64 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,Renault,Duster
5378,Maruti Swift Dzire VDi,2010,300000,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5379,Maruti Baleno Sigma 1.3,2017,625000,70000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Baleno
5380,Hyundai i20 Active 1.2 SX,2017,650000,80000,Petrol,Individual,Manual,Second Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,Hyundai,i20
5381,Hyundai Verna 1.6 SX CRDi (O),2014,575000,120000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna
5382,Maruti Swift Dzire VDI,2016,631000,75000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5383,Hyundai Verna Transform VGT CRDi,2010,220000,80000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,Hyundai,Verna
5384,Tata Tigor 1.2 Revotron XZ Option,2017,600000,40000,Petrol,Individual,Manual,Second Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tigor
5385,Mahindra Jeep CL 500 MDI,1997,160000,100000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,,Mahindra,Jeep
5386,Ford Fiesta Diesel Style,2012,390000,120000,Diesel,Individual,Manual,First Owner,23.5 kmpl,1498 CC,88.7 bhp,204Nm@ 2000-2750rpm,5.0,Ford,Fiesta
5387,Mahindra Scorpio 2.6 Turbo 7 Str,2007,375000,110000,Diesel,Individual,Manual,Fourth & Above Owner,12.7 kmpl,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8.0,Mahindra,Scorpio
5388,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,340000,110000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,Hyundai,i20
5389,Tata Tiago 2019-2020 XZ Plus Diesel,2019,670000,2000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,Tata,Tiago
5390,Maruti Swift Dzire VDI,2014,530000,80000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5391,Maruti Alto K10 VXI AGS,2015,350000,38000,Petrol,Individual,Automatic,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto
5392,Maruti Celerio ZXI Optional,2014,415000,46000,Petrol,Dealer,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio
5393,Maruti Ertiga 1.5 ZDI,2014,700000,102000,Diesel,Dealer,Manual,First Owner,24.2 kmpl,1498 CC,93.87 bhp,225Nm@ 1500-2500rpm,7.0,Maruti,Ertiga
5394,BMW X1 sDrive20d M Sport,2012,925000,96000,Diesel,Dealer,Automatic,Second Owner,19.62 kmpl,1998 CC,190 bhp,400nm@ 1750-2500rpm,5.0,BMW,X1
5395,Renault KWID 1.0 RXT AMT Opt,2017,375000,20000,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,Renault,KWID
5396,Maruti Swift Dzire VXI,2015,575000,16000,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,Maruti,Swift
5397,Hyundai i20 1.2 Sportz,2013,425000,23000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,Hyundai,i20
5398,Ford Figo 1.2P Ambiente MT,2011,245000,25000,Petrol,Dealer,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,Ford,Figo
5399,Hyundai Verna SX Opt,2015,540000,35000,Petrol,Dealer,Manual,Second Owner,17.7 kmpl,1497 CC,113.42 bhp,144.15nm@ 4500rpm,5.0,Hyundai,Verna
5400,Mercedes-Benz New C-Class C 250 CDI Elegance,2011,1000000,90000,Diesel,Dealer,Automatic,First Owner,14.94 kmpl,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5.0,Mercedes-Benz,New
5401,Hyundai i10 Sportz 1.2,2013,291000,37000,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,Hyundai,i10
5402,Maruti Baleno Delta 1.2,2017,600000,34000,Petrol,Dealer,Manual,Second Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno
5403,Hyundai Verna SX,2012,355000,60000,Petrol,Dealer,Manual,First Owner,17.7 kmpl,1497 CC,113.42 bhp,144.15nm@ 4500rpm,5.0,Hyundai,Verna
5404,Hyundai i10 Magna,2010,225000,50000,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10
5405,Chevrolet Enjoy 1.4 LTZ 7,2013,350000,37000,Petrol,Dealer,Manual,First Owner,13.7 kmpl,1399 CC,98.79 bhp,131Nm@ 4400rpm,7.0,Chevrolet,Enjoy
5406,Maruti Alto 800 LXI,2012,200000,38000,Petrol,Dealer,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto
5407,Ford Figo Aspire Facelift,2017,600000,40000,Diesel,Individual,Manual,First Owner,,,,,,Ford,Figo
5408,Hyundai Verna SX Opt,2012,434999,57000,Petrol,Dealer,Manual,First Owner,17.7 kmpl,1497 CC,113.42 bhp,144.15nm@ 4500rpm,5.0,Hyundai,Verna
5409,Hyundai i20 1.2 Sportz,2014,440000,62200,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,Hyundai,i20
5410,Maruti Ritz VDi,2013,390000,77000,Diesel,Dealer,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,Maruti,Ritz
5411,Maruti 800 Std,1997,50000,110000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,Maruti,800
5412,Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,Maruti,Swift
5413,Maruti Alto LXi BSIII,2009,125000,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto
5414,Mahindra Scorpio S4 9 Seater,2014,999000,25000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,9.0,Mahindra,Scorpio
5415,Tata Sumo EX TC,2005,225000,188000,Diesel,Individual,Manual,First Owner,12.3 kmpl,1948 CC,90 bhp,"190@ 21,800(kgm@ rpm)",7.0,Tata,Sumo
5416,Maruti Alto STD,2010,85000,150000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto
5417,Hyundai EON Sportz,2012,150000,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON
5418,Renault Duster Adventure Edition,2014,500000,120000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,Renault,Duster
5419,Hyundai i10 Sportz Option,2011,220000,70000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,Hyundai,i10
5420,Mahindra Scorpio S4 9 Seater,2014,999000,25000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,9.0,Mahindra,Scorpio
5421,Hyundai Creta 1.4 CRDi Base,2017,957000,60000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0,Hyundai,Creta
5422,Toyota Innova 2.5 G4 Diesel 7-seater,2006,1050000,250000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,Toyota,Innova
5423,Datsun RediGO 1.0 S,2018,320000,35000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,Datsun,RediGO
5424,Maruti Alto K10 VXI,2016,300000,15000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto
5425,Maruti Swift VDi BSIII W/ ABS,2010,270000,98000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5426,Hyundai Accent Executive,2011,170000,62000,Petrol,Individual,Manual,Third Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5.0,Hyundai,Accent
5427,Chevrolet Cruze LTZ,2010,270000,90000,Diesel,Individual,Manual,Second Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5.0,Chevrolet,Cruze
5428,Chevrolet Beat LS,2013,140000,110000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,Chevrolet,Beat
5429,Hyundai i10 Magna,2010,170000,90000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10
5430,Mahindra Marazzo M8,2019,1450000,10000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7.0,Mahindra,Marazzo
5431,Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,25000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1497 CC,115 bhp,300Nm@ 1500-2500rpm,5.0,Mahindra,XUV300
5432,Hyundai Elite i20 Sportz Plus Diesel,2019,834000,13000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5.0,Hyundai,Elite
5433,Tata Tiago 1.05 Revotorq XT,2017,450000,80000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,Tata,Tiago
5434,Volkswagen Polo 1.5 TDI Comfortline,2014,575000,40000,Diesel,Individual,Manual,Third Owner,20.14 kmpl,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5.0,Volkswagen,Polo
5435,Maruti Swift Dzire ZDI Plus,2019,900000,20000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5436,Maruti 800 AC LPG,2008,149000,87540,LPG,Individual,Manual,Third Owner,16.6 km/kg,796 CC,35.5 bhp,"5.7@ 2,500(kgm@ rpm)",5.0,Maruti,800
5437,Chevrolet Spark 1.0 PS LPG,2007,100000,84000,LPG,Individual,Manual,Third Owner,16.0 km/kg,995 CC,60 bhp,88.4Nm@ 4200rpm,5.0,Chevrolet,Spark
5438,Skoda Fabia 1.2L Diesel Elegance,2011,325000,160000,Diesel,Individual,Manual,Third Owner,20.86 kmpl,1199 CC,75 bhp,180Nm@ 2000rpm,5.0,Skoda,Fabia
5439,Volkswagen Vento Diesel Comfortline,2012,400000,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento
5440,Hyundai EON 1.0 Era Plus,2017,250000,35000,Petrol,Individual,Manual,Second Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0,Hyundai,EON
5441,Chevrolet Optra Magnum 1.6 LT Petrol,2010,225000,60000,Petrol,Individual,Manual,Second Owner,12.9 kmpl,1598 CC,102.5 bhp,148Nm@ 4000rpm,5.0,Chevrolet,Optra
5442,Ford Fiesta Classic 1.4 Duratorq LXI,2012,300000,70000,Diesel,Individual,Manual,First Owner,18.6 kmpl,1388 CC,67 bhp,160Nm@ 2000rpm,5.0,Ford,Fiesta
5443,Fiat Avventura Power Up 1.3 Emotion,2015,459999,60000,Diesel,Individual,Manual,Second Owner,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5.0,Fiat,Avventura
5444,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,825000,35000,Diesel,Individual,Manual,Second Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport
5445,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,150000,231438,Diesel,Individual,Manual,Second Owner,18.4 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm ,5.0,Tata,Indica
5446,Maruti Baleno Alpha 1.3,2016,710000,71000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Baleno
5447,Maruti Swift 1.3 ZXI,2008,200000,90000,Petrol,Individual,Manual,First Owner,,,,,,Maruti,Swift
5448,Maruti Ritz VDi,2016,425000,70000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,Maruti,Ritz
5449,Maruti 800 Std,2007,45000,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,Maruti,800
5450,Mahindra Bolero SLX 2WD BSIII,2011,380000,239451,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,Mahindra,Bolero
5451,Mahindra Marshal DI,2000,150000,50000,Diesel,Individual,Manual,First Owner,,,,,,Mahindra,Marshal
5452,Maruti Ritz VDi,2009,240000,90000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,Maruti,Ritz
5453,Hyundai Creta 1.6 CRDi SX,2016,1150000,154000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Creta
5454,Renault Duster 110PS Diesel RxZ Plus,2013,520000,109000,Diesel,Individual,Manual,Second Owner,19.64 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,Renault,Duster
5455,Maruti Swift Dzire VDI,2016,675000,120000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5456,Tata Indica DLS,2006,170000,77000,Diesel,Individual,Manual,First Owner,,,,,,Tata,Indica
5457,Maruti Wagon R LXI CNG,2012,297000,100000,CNG,Individual,Manual,Third Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,Maruti,Wagon
5458,Tata New Safari DICOR 2.2 LX 4x2,2009,250000,110000,Diesel,Individual,Manual,First Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,Tata,New
5459,Hyundai Accent CRDi,2005,200000,200000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,1493 CC,82 bhp,187Nm@ 2500rpm,5.0,Hyundai,Accent
5460,Maruti Swift VDI BSIV,2008,225000,120000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,,Maruti,Swift
5461,Maruti Wagon R Stingray VXI,2016,380000,39000,Petrol,Individual,Manual,Third Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon
5462,Maruti 800 AC,2005,40000,96000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,Maruti,800
5463,Volkswagen Vento Konekt Diesel Highline,2014,575000,90000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento
5464,Maruti Swift Vdi BSIII,2010,300000,135000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5465,Tata Tiago 1.05 Revotorq XE,2018,450000,90000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,Tata,Tiago
5466,Maruti 800 Std MPFi,2003,45000,90000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,Maruti,800
5467,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,950000,426000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,Toyota,Innova
5468,Maruti Swift Dzire VDI,2017,745000,35000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5469,Hyundai Xcent 1.1 CRDi S,2016,509999,120000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,Hyundai,Xcent
5470,Hyundai i10 Magna,2009,142000,110000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10
5471,Maruti A-Star Vxi,2009,185000,50000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,Maruti,A-Star
5472,Fiat Linea Emotion (Diesel),2012,300000,77000,Diesel,Individual,Manual,First Owner,20.4 kmpl,1248 CC,91.7 bhp,209Nm@ 2000rpm,5.0,Fiat,Linea
5473,Honda City 2017-2020 GXi,2007,210000,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,Honda,City
5474,Hyundai Verna Xi (Petrol),2008,260000,120000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5.0,Hyundai,Verna
5475,Maruti Swift Dzire LDI,2013,430000,190000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
